out,text
1,3-5 years in demonstrated data transformation & manipulation experience
1,Experience delivering superior innovative analytical insights to lines of businesses
1,"3-5 years implementing relational data models, insightful reporting and predictive modeling"
1,"Proficiency utilizing SAS, Python, VB scripting and SQL"
1,Working experience with Linux/UNIX and Oracle
1,Understanding of traditional ETL tools
1,"Familiar with PEGA, Chordiant, IEX, UCCE and IVR applications relating call centre data is an asset"
1,"Solid understanding of systems management, data architecture principles and data governance"
1,Basic understanding of Robotic Process Automation concepts
1,Exposure to end-to-end process automation including RPA proof of concepts
0,What You’ll Do
0,Participate in project meetings to gain an understanding of the new system and the associated process workflows
0,Convert large volumes of structured and unstructured call centre data using advanced analytical solutions
0,Create high quality data visualizations
0,Create and execute test scripts to test and learn data associated to the new system
0,Maintain documentation of the outcomes of data test scripts
0,Clearly articulate the outcomes of data test scripts to the project team
0,Share your knowledge of the data with other data analysts across the organization
1,Required Skills
1,"Post Secondary degree in Mathematics, Computer Science, Statistics or similar"
1,Excellent data management skills with proven data transformation and manipulation experience; Allowing insightful interpretations of data
1,"Communication of analytical results in a clear, concise manner"
1,Strong organizational skills
1,Ability to work independently and as part of a team
1,Ability to establish and maintain strong working relationships
1,Preferred Skills
1,Call Centre experience and knowledge of telephony systems
1,"Credit Card, Insurance or other Financial Services experience"
1,Proven ability to translate business needs into mathematically sound solutions
0,Job Id: 52000
0,About the job
0,What is the opportunity?
0,Some Exciting Areas You May Be Able To Contribute To Are
0,"Are you interested in the opportunity to work as a Data Analyst Student. By applying to this job posting, you will be considered for multiple roles available across RBC Technology & Operations."
0,Innovation & Technology
0,Global Technology Infrastructure
0,Enterprise Operations Payments
0,What will you do?
0,"Analyze, design, deliver, and implement analytic development projects, with the use of RBC’s analytics tools"
0,"Ensure that project activities are accomplished within approved time frames, scope, and budgets"
0,Confirm that projects adhere to development standards and guidelines
0,Apply data warehouse concepts and methodologies to various projects
0,What do you need to succeed?
1,Must-have
1,"Currently enrolled at a Canadian post-secondary institution with a focus on computer science, mathematics, statistics, commerce, or business analysis"
1,Leadership acumen and a passion to apply it in a dynamic business environment
1,Excellent interpersonal and highly developed communication skills (verbal and written)
1,Creative and analytical thinker who is self-driven and capable of working in a fast paced environment
1,"Strong MS Office skills - Word, Outlook, Excel and PowerPoint"
1,"Experience or understanding of open-source software frameworks (Hadoop), data visualization tools (Tableau and Splunk), and databases (SQL and/or VBA)"
1,Nice-to-have
1,Prior experience in data integration of disparate data sources
1,"Knowledge of design, development, and implementation utilizing current analytics technologies and architecture, as well as data warehouse concepts and methodologies"
1,Relational database concepts and design experience
1,Ability to learn and absorb new concepts (in business and in systems) quickly and apply new knowledge
0,What’s in it for you?
0,"We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual."
0,Network and build lasting relationships with students from diverse backgrounds from across Canada
0,Participate in fun events and gamification challenges to help build your career tool kit while enjoying a work-life balance
0,Leaders who support your development through coaching and learning opportunities
0,"Work in a dynamic, collaborative, progressive and highly performing team"
0,Ability to make a difference and lasting impact
0,Enjoy a comfortable work environment with the option to dress casually
0,"We encourage you to apply as soon as possible as we accept applications on a rolling basis, but please note that the formal application deadline is September 26, 2021. Should you be selected to progress, someone from our team will reach out directly to provide instructions on next steps. Otherwise, feel free to check for progress updates by logging in to your RBC profile. If the status has not changed, it denotes the fact that your application is still under review."
0,"While there is no one date when our employees will return, we can confirm that the majority of Winter Work Integrated Learning | Co-op positions will start working remotely, however may transition to working at an RBC office as essential service restrictions are lifted."
0,Job Summary
0,City: Toronto
0,Address: Various
0,Work Hours/Week: 37.5
0,Work Environment: Office
0,Career Level: Student Job
0,Position Level: PL11
0,Application Deadline: 05/31/2021
0,Req ID: 404919
0,About the job
0,What is the opportunity?
0,Some Exciting Areas You May Be Able To Contribute To Are
0,"Are you interested in the opportunity to work as a Data Analyst Student. By applying to this job posting, you will be considered for multiple roles available across RBC Technology & Operations."
0,Innovation & Technology
0,Global Technology Infrastructure
0,Enterprise Operations Payments
0,Please only apply if you are available for 8 months.
0,What will you do?
0,"Analyze, design, deliver, and implement analytic development projects, with the use of RBC’s analytics tools"
0,"Ensure that project activities are accomplished within approved time frames, scope, and budgets"
0,Confirm that projects adhere to development standards and guidelines
0,Apply data warehouse concepts and methodologies to various projects
0,What do you need to succeed?
0,Must-have
0,"Currently enrolled at a Canadian post-secondary institution with a focus on computer science, mathematics, statistics, commerce, or business analysis"
0,Leadership acumen and a passion to apply it in a dynamic business environment
1,Excellent interpersonal and highly developed communication skills (verbal and written)
0,Creative and analytical thinker who is self-driven and capable of working in a fast paced environment
1,"Strong MS Office skills - Word, Outlook, Excel and PowerPoint"
1,"Experience or understanding of open-source software frameworks (Hadoop), data visualization tools (Tableau and Splunk), and databases (SQL and/or VBA)"
0,Nice-to-have
1,Prior experience in data integration of disparate data sources
1,"Knowledge of design, development, and implementation utilizing current analytics technologies and architecture, as well as data warehouse concepts and methodologies"
1,Relational database concepts and design experience
1,Ability to learn and absorb new concepts (in business and in systems) quickly and apply new knowledge
0,What’s in it for you?
0,"We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual."
0,Network and build lasting relationships with students from diverse backgrounds from across Canada
0,Participate in fun events and gamification challenges to help build your career tool kit while enjoying a work-life balance
0,Leaders who support your development through coaching and learning opportunities
0,"Work in a dynamic, collaborative, progressive and highly performing team"
0,Ability to make a difference and lasting impact
0,Enjoy a comfortable work environment with the option to dress casually
0,"We encourage you to apply as soon as possible as we accept applications on a rolling basis, but please note that the formal application deadline is September 26, 2021. Should you be selected to progress, someone from our team will reach out directly to provide instructions on next steps. Otherwise, feel free to check for progress updates by logging in to your RBC profile. If the status has not changed, it denotes the fact that your application is still under review."
0,"While there is no one date when our employees will return, we can confirm that the majority of Winter Work Integrated Learning | Co-op positions will start working remotely, however may transition to working at an RBC office as essential service restrictions are lifted."
0,Job Summary
0,City: Virtual
0,Address: Virtual
0,Work Hours/Week: 37.5
0,Work Environment: Office
0,Career Level: Student Job
0,Position Level: PL11
0,Application Deadline: 09/26/2021
0,Req ID: 404976
0,About the job
0,"Goodmans LLP is internationally recognized as one of Canada’s leading and most innovative law firms, offering market leading expertise in M&A, corporate, securities and finance, private equity, real estate, tax, restructuring, litigation and other business-related specialties. We are a community of committed, talented, hardworking professionals who are motivated by exceeding our clients’ expectations, with a law firm culture that is second to none."
0,"Goodmans LLP is seeking a Specialist, Data Analysis and Information Management to join its Knowledge and Risk Management team. Reporting to the Director, Professional Support this position will contribute to a dynamic team that provides key support to a wide cross-section of firm members. The ideal candidate will be interested in information management and maintaining and enhancing the quality and accuracy of data. The Specialist, Data Analysis and Information Management will have a broad-base of research and searching skills across multiple platforms, and will be an outgoing people person eager to contribute to our firm’s culture."
0,Specific responsibilities include:
0,Information Management
0,"Assisting with the organization, storage, retention and disposition of client and firm business records, both physical and electronic, in accordance with firm policies and procedures; "
0,Maintaining the firm’s records databases to ensure they are accurate and up-to-date;
0,"Overseeing and conducting regular audits and review of firm data, information and records in accordance with internal and Law Society policies, standards and best practices;"
0,"Reconciling and processing monthly invoices, and preparing the annual offsite storage budget;"
0,"Maintaining statistics on offsite storage usage, and preparing reports for senior management;"
0,"Assisting with data, information, records and conflict issues relating to incoming or departing lawyers, including the transfer of files to other law firms or clients;"
0,"Training firm members on the firm’s data, information and records management policies and procedures;"
0,Responding to information and records related queries or requests from firm members;
0,"Assisting with analyzing data, information, records, procedures and/or workflows by practice area;"
0,"Developing and utilizing expertise on the following internal and cloud-based platforms: Accounting (i.e., Elite, 3E), WorkFlow, MinuteBox, Closing Folders, Open Text DM (document management), and Emergent."
0,Team and Firm Support
0,"Supporting the Team Leader, Conflicts, Business Intake and Information Management, including with research, data confirmation and data analysis;"
0,"Assisting legal professionals with “know your client” rules, data collection and conflicts analysis;"
0,"Supporting the Administrator, Records and Information Management, including with document production of Closing Books/Record Books and research into Estates matters;"
0,Provide assistance to others during absences as needed; and
0,Other special projects & duties as assigned.
1,The ideal candidate possesses:
1,"A university or college degree in Information Management, Information Science, Library Science or other related field;"
1,Relevant experience within a professional services environment (preferred);
1,"Proficiency in MS Office applications including Word, Outlook, Excel, PowerPoint and Adobe;"
1,"Proficiency in role-specific software and platforms, research and searching;"
1,"The ability to change, adapt and go with the flow;"
1,An eye for detail and a tendency towards perfection;
1,The ability to multi-task and prioritize in a deadline-driven environment;
1,"Solid written & verbal communication skills, a self-starter with a strong work ethic, and a team player with excellent client service skills."
1,"Goodmans LLP is committed to cultivating a diverse and inclusive workplace that reflects different abilities, backgrounds, beliefs, experiences, identities and perspectives. Goodmans LLP invites applications from all qualified candidates. For applicants with disabilities requiring accommodation at any point in the recruitment process, please contact HR."
0,About the job
0,"LOCATION Various, Alberta (CA-AB)"
0,JOB NUMBER 58542
0,Why you should join us
0,We require qualified and safety-focused employees for business-critical roles that maintain our commitment to operational excellence and reliable operations. We are using technology to conduct virtual interviews to adhere to physical distancing recommendations and we are well set up for remote onboarding and orientation.
0,"Suncor encourages everyone to do their part and support global efforts to limit the impact of COVID-19 with good hygiene practices, physical distancing, and with care and consideration for the people around you. For more information on how we’re responding to COVID-19, click here. #StrongerTogether"
0,"Student positions (including co-ops and interns) at Suncor are more than just a work term. They provide you with significant and meaningful work experiences to help enable you to figure out where you want your career to go – better yet, many of our students go on to become permanent Suncor employees after they graduate! You will work side-by-side with some of the most talented people in the energy industry, and your work assignments and mentoring will offer you outstanding academic and career growth."
0,"If you're passionate about data and want to work with people who provide insights into our most complex challenges through advanced analytics, this role is for you!"
0,You will use your expertise to
0,Participate in the development of solutions for technical issues and in the verification of implementation of these solutions
0,Understand and optimize current operations and develop tools for tracking process data for analysis and metrics reporting
0,"Craft and present summary reports, performance metrics reports, graphical representation and presentations as required"
0,"Sort, file and organize various databases"
0,We’d like to review your application if you have…
0,Must-haves (minimum requirements)
0,"Current enrolment in a formal co-op program or internship program in a Computer Science, Software Engineering, Data Science or related program at an accredited post-secondary institution, and returning to full-time studies after the work term (attach your transcripts with your application)"
0,"Alignment with our values safety above all else, stronger together, operational discipline, curiosity and lifelong learning, and act with integrity"
1,Preference for
1,"Proven computer application knowledge with advanced understanding of Excel (pivot tables, v-lookups, advanced filters) and PowerPoint"
1,"A deep understanding of analytical techniques, quantitative problem solving and data wrangling"
1,"Coding, modelling, and data visualization experience"
1,An understanding of Power BI and other technologies used to handle big data and SAP
1,"Experience with SQL, Azure, R, Python, Jupyter, and similar software/programs"
1,Previous experience in a data science or an analytics environment
1,"A continuous improvement mindset and are able to seek greater knowledge and understanding of the systems, process and hazards in the workplace"
1,"A zero-tolerance for shortcuts, and if the procedure is incorrect, you fix it"
1,"Where you’ll be working, your work schedule, and other important information"
1,"You will work out of our Calgary head office, located in the Suncor Energy Centre at 150 – 6th Ave S.W."
1,"This is an 8 – 12 month work term, starting January 2022"
0,Why Suncor?
0,"Start your career at Canada's leading integrated energy company with a business portfolio that includes oil sands development and upgrading, offshore oil and gas production, petroleum refining, and product marketing under the Petro-Canada brand. Our global presence offers rewarding opportunities for you to learn and grow in a variety of career-building positions. We live by the value of safety above all else – if it isn't safe, we don't do it. Our strong track record of growth and a focus on sustainability mean tremendous potential for the future. Learn about our purpose and values."
0,Stay connected to us
0,"Follow us on LinkedIn, Facebook and Twitter for the latest job postings and news"
0,"Visit our Report on Sustainability to see our progress on a number of environmental, social and economic topics and what we’re doing to position our company for the future"
0,Join our Talent Community and sign up to receive customized job alerts
0,Read our Suncor Connections newsletter to see what we’re doing in the communities we live and work in
0,We are an equal opportunity employer and encourage applications from all qualified individuals. We are committed to providing a diverse and inclusive work environment where every employee feels valued and respected. We will consider accessibility accommodations to applicants upon request. Check out our social goal to learn how we are working to build greater mutual trust and respect with the Indigenous Peoples in Canada.
0,"Please note that our job postings are typically open for two weeks, so don't delay, apply now."
0,JOB CATEGORY Students & New Grads
0,About the job
0,Data Analyst  
0,Calgary Homeless Foundation (CHF) 
0,"Calgary Homeless Foundation is the guide on the fight against homelessness in Calgary. We allocate resources or highest impact and outcomes, maximizing benefits for people experiencing homelessness. With our database and research, we build knowledge and understanding, and we galvanize public and political will so people have the right housing at the right time. In partnership with governments and community, we serve as the trusted advisor on how to leverage our combined resources so Calgarians can journey out of homelessness into a home with the supports they need to thrive.   "
0,"We are looking for passionate, entrepreneurial and talented people to join our action-oriented, high impact team. "
0,The Position 
0,"Reporting to the Manager, Data & Analytics, the Data Analyst is responsible for performing statistical analyses that help CHF and agencies in Calgary’s Homeless Serving System of Care to enhance their ability to provide support to those at risk of or experiencing homelessness. The Data Analyst works closely with internal and external stakeholders to create insights from data. This position involves retrieving, modelling, analyzing and interpreting data and requires strong attention to detail and advanced statistical modelling knowledge.   "
0,Our Staff 
0,"CHF staff are action-oriented individuals who are leaders, courageous collaborators, evidence inspired, and vision dedicated. They choose to bring their professional expertise and personal talents to the non-profit sector, adding value to the community.  "
1,"They work cooperatively with others in a strong team environment and demonstrate flexibility in organizing and undertaking work. They show a high degree of initiative, discernment and resourcefulness, exhibit excellent communication and relational skills, and demonstrate thoughtfulness and intelligence in decision-making. Most importantly, they are focused on creating positive outcomes for people experiencing homelessness. "
0,Accountabilities and Deliverables 
0,Perform complex statistical analyses and create descriptive and predictive models to gain insights from data;  
0,"Query, analyze and interpret data from the CHF’s data warehouse and a variety of other data sources;  "
0,Work closely with System Planners and CHF staff to understand and support analytical needs;  
0,"Create regular, and ad-hoc, reports, data visualisations and dashboards using our internal business intelligence tool to both internal and external audiences "
0,"Support the HMIS team and the data warehouse developer to optimize data quality, data availability and usability of the CHF data warehouse and associated data assets;  "
0,Support research projects to enhance CHF’s research profile;  
0, For more information on HMIS please see http://calgaryhomeless.com/agencies/hmis/ 
1,Education and Experience 
1,"Bachelor’s degree in a relevant field such as statistics, data science, computer science, economics, and other disciplines with 1-3 years' experience and strong analytical elements or equivalent experience is required;  "
1,Experience in developing reports and insights based upon statistical analysis; 
1,Knowledge in a variety of statistical modelling techniques for descriptive and predictive analyses;  
1,Proven ability to communicate and explain complex technical material in a manner understood by the general public;  
1,"Proficient in using SQL to extract, collate and manipulate data from different databases;  "
1,Experience with a leading BI tool and data visualization best practices;  
1,Ability to thrive and deliver results in a fast-paced environment;  
1,Excellent time management skills;  
1,"Experience with Qlik Sense, R or Python will be an asset;  "
1,Past social sector experience would be an asset
1,General Competency Requirements 
1,Personal Initiative: Self-starter with willingness to learn on their own. 
1," Culturally Congruent: A passion for, belief in and communication of CHF vision, mission and core values. Demonstrates a strong service ethic and customer service approach. "
1, Teamwork:  Ability to work independently and as part of a team. Is willing to provide assistance and support to others and defines success in terms of the whole team. 
1, Organizational: Is able to manage multiple projects and prioritize work based on various deadlines; high attention to detail 
1," Collaborative and Collegial: Works well with others, whether at the most senior levels, with direct reports or with others across the organization. Understands how to work with the community in a collaborative manner. "
1," Communication: Excellent listening, verbal and written communication skills combined with an  ability to communicate effectively with a diverse group of key external stakeholders "
1,"Analytical: Able to quickly assess situations, build appropriate plans and execute those plans flawlessly.  "
1," Results Oriented: Sets high standards of performance including setting goals and priorities that maximize available resources to deliver results against CHF direction, objectives and public expectations. Will monitor progress and make adjustments as necessary on an ongoing basis. "
1,Project Management Skills: Proven strong project management skills with ability to multi-task and set priorities within tight timelines. 
1,"Enhancing Organizational Image: Focuses on building and protecting the image, reputation and long-term interests of CHF including promoting CHF’s reputation as a leader in ending homelessness. "
1,"Resource Management: Is able to identify, obtain and effectively allocate resources required to achieve CHF goals and applies appropriate resources to problems and opportunities.  "
1,"Credibility: Demonstrated ability to build organizational trust based on professionalism, expertise and ability to create solutions and deliver desired outcomes.  "
1,Honesty & Integrity: Demonstrates the highest levels of honesty and integrity in all dealings with internal and external stakeholders. 
0,"Application Deadline:  September 30, 2021 "
0,Please submit your resume and cover letter to: careers@calgaryhomeless.com 
0, Please note that Calgary Homeless Foundation requires the successful candidate to provide a police information check as a condition of employment. 
0, 
0,About the job
0,The opportunity
0,January 2022– April 2022/August 2022
0,"Are you a creative problem solver who is interested in developing the skills and acuity to digest large data set and produce innovative ways of interpreting and visualizing the data?! If so- the Intern- Data Specialist, Data Analytics role is just for you!"
0,Who You'll Work With
0,"You will work with the data science, data visualization and analyst professionals in Data & Analytics team;"
0,Work closely with Capital Market trade execution team and potentially other business teams in supporting data science and analytics functions.
0,Work with various technology teams in the selection and use of sophisticated analytics technologies.
0,What You'll Do
0,Responsibilities include:
0,Work with the Data & Analytics team to build data foundations for various business initiatives
0,Build the data pipeline and drive analytics that can provide meaningful insights into operational efficiency and other key business performance metrics
0,"Visualize data, metrics, and patterns to produce insightful reports and collaborate with business team on improvement opportunities"
0,Analyze and interpret complex sets of trading and market data to identify patterns/hidden signals
0,Participate in new technology investigation and make recommendations for new technology adoption where appropriate
0,"Work with partners, data and analytics specialists to improve the data capabilities of the organization"
0,What You'll Need
1,"Bachelors or Master’s degree in Mathematics, Statistics, Computer Science, or Engineering. Minor advanced degree in Finance is an asset"
1,Experience with data visualization
1,Experience with SQL
1,"Experience coding with open source programming languages, such as Python/R/Spark …"
1,"Understanding of core data management, data mining and analytics concepts: either in courses or previous work term"
1,Ability to articulate thoughts / ideas to effectively collaborate with business and IT partners
1,Strong desire to work in a team-based and collaborative environment
1,Previous experience in capital markets is an asset
1,You should be enrolled in a co-op program or returning back to your studies after the work term is completed
0,What We’re Offering
0,An inclusive and welcoming work environment
0,"Numerous opportunities for professional growth and development, including lunch and learns and online learning through Degreed which offers thousands of courses on a variety of different subjects"
0,Student led team building events on a monthly basis
0,Discount programs including Edvantage and Perkopolis
0,"Ontario Teachers' is a globally minded organization and we take pride in ensuring that the people we hire and the culture we create reflects and celebrates diversity of thought, background and experience."
0,"If you require an accommodation for the application, recruitment or interview process, please let us know and we will work with you to meet your needs."
0,How To Apply
0,Are you ready to pursue new challenges and take your career to the next level? Submit your application online at www.otpp.com/careers and apply to requisition #3591. The following documents are required to be uploaded with your application:
0,Resume
0,Copy of your transcripts
0,"Once your resume is uploaded, you may use the ‘upload’ button to attach more documents such as those required and outlined above."
0,You will also be invited to complete a pre-recorded digital interview as part of your application. This portion of your application will take approximately 10 minutes to complete.
0,"The deadline to apply for this role is September 28, 2021."
0,"Please note that as part of our eligibility criteria it is required you are available to begin on or before January 3, 2022 for on-boarding and training purposes."
0,"We thank you for applying, however, only those selected for a personal interview will be contacted. Note that candidates must be legally entitled to work in the country where this role is located."
0,Functional Area
0,Administration
0,Requisition ID
0,3591
0,The privacy of your personal information is important to us. Please visit our Privacy Centre to learn how we handle your personal information.
0,About the job
0,About Swiss Re
0,"Swiss Re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. We anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime."
0,"At Swiss Re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. This is possible thanks to the collaboration of more than 13,000 employees across the world."
0,We offer a flexible working environment where curious and adaptable people thrive. Are you interested in joining us?
0,"Data Management is an integral function within Life & Health Business Management Americas that is responsible for collecting, mapping, and making data accessible to internal partners. The team is also responsible to bring to bear our ""big-data"" platform to improve the organization's analytics capabilities."
0,About The Role
0,In this role you will have the opportunity to:
0,Identify trends reaching meaningful conclusions that will advise strategic business decisions through the manipulation of large data sets
0,Work closely and communicate effectively with Partners to understand requirements and formulate analytics solutions
0,Design and implement analytics models and visualizations to provide impactful data insights
0,Develop and maintain scalable data transformation code
0,"Evaluate new capabilities of the analytics platform, develop prototypes and assist in drawing conclusions about the applicability to our solution landscape"
0,Assist partners with data-related functional and technical issues
0,"Make use of statistical tools to interpret data sets, paying attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts"
0,Create appropriate documentation that allows others to understand the steps of the data analysis process and duplicate or replicate the analysis
0,Engage with management to prioritize business and information needs
0,About You
1,"Bachelor's degree or equivalent in Computer Science, Data Science or related quantitative field (Applied Mathematics, Engineering)"
1,At least 5 years demonstrated ability working with large-scale software systems
1,Passionate about data and problem solving
1,"Proficiency in Python, R, and SQL with the ability to query and analyze data and understand data complexity, models and structures"
1,Solid experience working with large data sets on enterprise data platforms and performing tasks such as managing data transformations and machine learning models
1,"Good experience in Reporting and Visualization tools such as PowerBI, Tableau"
1,Solid understanding of Database Design and Data Warehousing concepts
1,"Demonstrated analytical skills, including mining, evaluation, analysis, and visualization"
1,Effective verbal and written communication skills. Should be able to adapt communication style to suit different audiences.
1,"Established interpersonal skills for work internally across departments, as well as with clients."
1,Ability to work in a highly collaborative environment as well as independently with minimum supervision
0,Nice To Have
0,Knowledge of insurance / reinsurance
0,Experience using Pyspark scripting
0,Keywords
0,Reference Code: 105409
0,About the job
0,Position Overview
0,Totten is looking for a strong Data Analyst to provide data support and management through analysis and interpretation of raw data to various key stakeholders in Underwriting. The position requires an individual who is a self-starter and can work both independently as well collaboratively with Managers and Executive Management Team. This role is based downtown Toronto and reporting to the Chief Underwriting Officer.
0,"This individual will be responsible for pulling raw data, from various systems, and work with stakeholders to analyze and interpret the raw data, to develop report templates to track performance and forecast future key performance indicators (KPIs). This individual should have a solid track record of solving business challenges by gathering data, and then recommending data driven solutions"
0,"This is a dynamic role and involves working closely with the Chief Underwriting Officer on special projects related to corporate strategy, contract compliance and underwriting. This role reports to the Chief Underwriting Officer. We offer an excellent opportunity to work for one of Canada’s Leading MGA’s and to become part of a dynamic and knowledgeable team."
0,Role Responsibilities
0,"Work with Totten’s management team to develop valuable monthly reports to monitor the impact of business decisions including rate, underwriting changes, territory, portfolio mix, etc. to ensure the results are in line with Totten meeting or exceeding their strategic goals."
0,"Support regional teams in understanding their mix of business, retention, growth, profitability, and advising on adjustments as needed to support their business strategies."
0,"Based on our various systems (TAM, Policy Works, Lineage & claims data), they must have the ability to distill large amounts of data and then translate these findings into key insights, to illustrate how we are effectively managing the business for our insurer partners."
0,"Work with the Actuarial Analyst to create and amend report templates including (but not limited to) to document formatting, creating and testing macros, and inputting formulas"
0,This position also assists with the completion of reports for Lloyds of London (both brokers & syndicates) and domestic markets.
0,This role would also look for revenue enhancing opportunities to maximize Totten’s returns from our performance (i.e.: Commissions & Fees).
0,Identifies and researches business needs and determines solutions to problems using various research methodologies.
0,Updates data system for Totten monthly using accurate parameters.
0,Works with management team and Executive Management Team to develop valuable monthly reports.
0,Assists with special projects as required
0,Qualifications
1,"Bachelor’s Degree in Mathematical Science, Statistics and/or related fields"
1,3+ years of relevant experience in a similar analytical or business intelligence environment
1,MGA experience an asset
1,Strong insurance reporting and research experience desired
1,"Proficient in Microsoft Office: Word, Excel, PowerPoint and Outlook"
1,Advanced Proficiency in MS Access and MS Excel
1,Experience working with SQL databases and Power BI or equivalent systems are an asset
1,Experience with data lake and data warehouse design are an asset
1,"Outstanding organizational skills with ability to handle multiple tasks concurrently in fast paced environment, while adhering to strict deadlines"
1,Experience with TAM broker management system an asset
1,Effective communication skills (written and verbal).
1,"Strong problem-solving skills to develop, test, validate, and maintain robust tools/models"
1,Strong attention to detail and data entry skills.
1,"Ability to work efficiently and effectively, utilizing good time management skills."
1,Strong teamwork and collaboration skills.
1,Core Values
1,Entrepreneurship - encouraging innovation and educate risk taking
1,Integrity – doing things right every time
1,Teamwork – working together to maximize results
1,Accountability – measure and take responsibility for outcomes
1,"Service - serving customers, communities, and colleagues"
1,"Totten Insurance Group is Canada’s leading national MGA provider of niche products and innovative solutions. Totten Group is committed to servicing brokers across the country and is comprised of six divisions: Personal Lines; Commercial Property; Commercial Casualty; Hospitality; Construction and Professional Liability. With offices across Canada, Totten Group’s corporate office resides in Toronto ON, and has other locations in Oakville ON, Dartmouth NS, Winnipeg MB, Montreal QC, and Vancouver BC. Learn more at www.tottengroup.com."
1,Department Business Operations
1,Required Experience: 2-5 years of relevant experience
1,Required Travel: No Travel Required
1,Required Education: Bachelor's degree (4-year degree)
0,"Hi, we’re HUB."
0,"In a rapidly changing world, we advise businesses and individuals on how to prepare for the unexpected."
0,"When you partner with us, you're at the center of a vast network of experts who will help you reach your goals through risk services, claims management, and compliance support."
0,And this gives you the peace of mind that what matters most to you will be protected — through unrelenting advocacy and tailored insurance solutions that put you in control.
0,About HUB International
0,"Headquartered in Chicago, Illinois, HUB International Limited (HUB) is a leading full-service global insurance broker providing property and casualty, life and health, employee benefits, investment and risk management products and services. From offices located throughout North America, HUB’s vast network of specialists provides peace of mind on what matters most by protecting clients through unrelenting advocacy and tailored insurance solutions. For more information, please visit hubinternational.com."
0,About the job
0,Responsibilities
0,You will be in charge of these responsibilities:
0,Data analysis
0,"* Analyze Archer data to ensure consistency of referential data uses (ie: organizational, geography, legal entity) and feasibility of reporting requirements"
0,"* Escalate any data issues such as duplication of records, unreportable multi selects, invalid records etc…"
0,* Review impact analysis on referential or taxonomy changes
0,* Perform ad hoc checks to guarantee data integrity
0,* Clean and normalize the data
0,Data quality
0,* Gather data quality needs with various risk teams
0,* Develop automatic checks on data
0,* Perform regular and automatized checks to ensure that data quality in GRC tool is good. Checks will include completeness of information as well as simple data quality checks (ie: events reported within # days)
0,Machine Learning /Artificial Intelligence
0,* Identify opportunity for Machine Learning / Artificial Intelligence
0,* Gather Business Requirements and needs from end users
0,* Develop Proof of Concept and perform demo to end users
0,Reporting support
0,* Develop reports/dashboards in BI tool (Power BI) as per reporting needs provided
0,* Provide demo to end users and release to production environment
1,Desired Skills and Experience
1,Profile
1,You are graduated with a Bachelor or Master's degree in Engineering and/or Computer Science or related subject.
1,Required
1,* Python or knowledge of another language (VBA/Java/C#/Javascript). Willingness to learn Python.
1,"* Data analysis skills, databases & SQL"
1,A plus
1,* Experience in reporting and data aggregation.
1,* Experience in Machine Learning / Artificial Intelligence.
1,* Experience with Business Intelligence Tool such as Microsoft Power BI or Tableau.
1,* Knowledge of risk management and/or GRC tool will be extremely valued.
1,* Business Analyst skills to translate business needs in requirements.
1,You are proficient in Microsoft Office.
1,You are fluent in English.
0,The VIE assignment in a nutshell
0,This VIE in Montreal is to begin as soon as possible but you need to plan 3 months between your application date and the beginning of your VIE assignment. It will last 24 months.
0,"The VIE is a specific contract, under Business France's eligibility criteria, opened to candidates under 28 and from the member states of the European Economic Space."
0,"Please see Civiweb www.civiweb.com, in order to have more details regarding your financial indemnities."
0,"We would like to draw your attention to the fact there that your VIE mission could potentially get postponed, depending on the evolution of the health crisis and subjects to the decision made by the Crisis and Support Centre of the Ministry of Europe and Foreign Affairs (MEAE). In addition, the selected candidate will only be paid upon confirmation from Business France and arrival in the country of assignment."
0,"To facilitate the examination of your application by our English-speaking managers, we thank you for applying in English."
0,About the job
0,LIFE AT BRP
0,"We create innovative ways to move - on snow, water, asphalt. In the air, on the ground and everywhere in between."
0,"Built on a 75-year tradition of ingenuity and intensive customer focus, BRP is headquartered in the Canadian town of Valcourt, Quebec and operates manufacturing facilities in Canada, the United States, Mexico, Finland, and Austria. We have a total workforce of more than 14 500 driven, resourceful people."
0,"Our portfolio of industry-leading and distinctive products includes Ski-Doo and Lynx snowmobiles, Sea-Doo watercraft, Can-Am on- and off-road vehicles, Alumacraft, Manitou, Quintrex, Stacer and Savage boats, Evinrude and Rotax marine propulsion systems as well as Rotax engines for karts, motorcycles and recreational aircraft. We support our lines of product with a dedicated parts, accessories and clothing business to fully enhance your riding experience."
0,Because it’s not about the destination. It’s about the journey. Yours.
0,"We are passionate and qualified; by joining BRP, you will evolve within an experienced team that will welcome you with open arms."
0,www.brp.com.
0,Follow Us On
0,LinkedIn @BRP;
0,Twitter @BRPnews;
0,Facebook @BRPinfo.
0,WHY JOIN THE TEAM?
